100268,,,,33428
190144,,,,71055
100242,,,,32405
250102,,,,39202
250100,,,,39701
190116,,,,71220
100234,,,,33407
110050,,,,GA
110038,,,,31792
100252,,,,34972
100253,,,,33458
110034,,,,30912
40114,,,,AR
40119,,,,72503
100244,,,,33990
100246,,,,34950
110041,,,,30535
100248,,,,33770
450184,,,,77008
670006,,,,TX
670004,,,,78945
50394,,,,93003
250162,,,,39521
50396,,,,93102
450176,,,,78572
450178,,,,79735
450165,,,,78026
100285,,,,33029
250141,,,,38671
100276,,,,33065
100277,,,,33137
110095,,,,31793
170182,,,,66209
100290,,,,32159
450194,,,,75766
450193,,,,77030
100292,,,,32550
450192,,,,76645
150109,,,,47905
250151,,,,39301
140300,,,,60615
150104,,,,46052
100287,,,,33401
150101,,,,46725
100288,,,,33407
110087,,,,30045
100289,,,,33331
150100,,,,47750
170176,,,,66215
170175,,,,67801
450132,,,,79761
170120,,,,67357
390041,,,,15401
390044,,,,19603
450124,,,,78701
670024,,,,77429
300014,,,,3867
300019,,,,3431
390013,,,,17837
170145,,,,67337
230132,,,,48503
670031,,,,77505
670034,,,,78664
390025,,,,19122
390026,,,,19118
450147,,,,77902
450148,,,,76033
50309,,,,95661
50308,,,,94040
450580,,,,75835
60119,,,,80538
60118,,,,80443
140231,,,,60540
230156,,,,48106
60114,,,,80138
140233,,,,61108
150037,,,,46140
140239,,,,61103
230151,,,,48336
140240,,,,60160
140242,,,,60190
230146,,,,48192
60124,,,,80228
450565,,,,76067
150045,,,,46706
150042,,,,47591
150061,,,,47501
140251,,,,60634
140252,,,,60005
230176,,,,48183
150058,,,,46601
450597,,,,77954
50336,,,,95240
150056,,,,46206
230165,,,,48236
50342,,,,92227
450108,,,,78114
150069,,,,47250
450586,,,,76380
50348,,,,92868
150065,,,,47274
450101,,,,76712
50352,,,,96158
230197,,,,48439
450537,,,,75080
50357,,,,93111
50359,,,,93274
150008,,,,46312
150009,,,,47130
150007,,,,46904
140202,,,,60048
150005,,,,46122
50367,,,,94533
150002,,,,46402
150001,,,,46131
140208,,,,60453
140209,,,,61636
450558,,,,79606
50376,,,,90509
150012,,,,46545
150010,,,,46904
360125,,,,44004
50382,,,,91723
140223,,,,60068
170094,,,,66839
280013,,,,68198
360132,,,,45013
50717,,,,90242
130049,,,,83814
280009,,,,NE
360144,,,,44122
360145,,,,44035
360143,,,,44125
360141,,,,44501
330385,,,,10467
450518,,,,77640
330393,,,,11794
330394,,,,13790
360152,,,,43228
50735,,,,90605
130065,,,,83404
340183,,,,28078
50740,,,,90291
150082,,,,47747
410007,,,,2902
340173,,,,27511
410006,,,,2840
410005,,,,2904
360179,,,,45242
140275,,,,61282
340166,,,,28262
150075,,,,46714
150076,,,,46563
130002,,,,83301
360192,,,,44024
140290,,,,60194
140291,,,,60010
140286,,,,60115
140289,,,,62062
50760,,,,94531
340155,,,,27704
150084,,,,46260
340158,,,,28462
50770,,,,92563
360197,,,,43311
340144,,,,28687
150097,,,,46176
340141,,,,28402
330331,,,,11803
490123,,,,22482
340133,,,,27892
340132,,,,27536
490126,,,,24457
260011,,,,65101
510058,,,,26101
260017,,,,65401
420011,,,,29671
420010,,,,29550
190054,,,,70562
420005,,,,29536
420002,,,,29730
190050,,,,70634
420007,,,,29303
260001,,,,64801
510047,,,,26554
260004,,,,65233
260009,,,,65302
420023,,,,29601
100109,,,,33871
350070,,,,58104
190060,,,,70601
420019,,,,29706
100102,,,,32055
100106,,,,32348
100107,,,,33936
280081,,,,68122
420030,,,,29488
510072,,,,26155
420027,,,,29621
190036,,,,70121
190034,,,,70510
420038,,,,29325
420037,,,,29681
190041,,,,71101
280061,,,,69361
100142,,,,32446
260057,,,,64429
440057,,,,37879
440065,,,,37172
100137,,,,33837
260061,,,,64772
260040,,,,65807
440050,,,,37743
190027,,,,70601
260032,,,,63110
440083,,,,38556
440082,,,,TN
100113,,,,32610
260023,,,,63019
260025,,,,63401
100132,,,,33563
440068,,,,37371
440070,,,,38363
100122,,,,32539
190007,,,,71457
100125,,,,33033
100126,,,,33707
100128,,,,33606
100181,,,,33143
100183,,,,33134
240001,,,,55422
390111,,,,19104
440017,,,,37662
440015,,,,37920
390116,,,,19401
440012,,,,37620
390119,,,,18510
440020,,,,38478
10011,,,,35235
100177,,,,32932
10012,,,,35968
50038,,,,95128
10016,,,,35007
240014,,,,55057
450293,,,,78061
450292,,,,75142
440009,,,,38555
440008,,,,38351
390123,,,,19464
440006,,,,37207
440003,,,,37066
440001,,,,37650
440010,,,,38485
100189,,,,33063
10023,,,,36116
260091,,,,63117
260094,,,,65616
260077,,,,63128
30084,,,,AZ
440034,,,,37830
440040,,,,37096
50057,,,,93291
50056,,,,93534
100156,,,,32055
230217,,,,49068
260065,,,,65804
260064,,,,65265
100175,,,,34265
100176,,,,33410
30071,,,,86504
30073,,,,86045
390104,,,,16735
440025,,,,37745
50060,,,,93715
10008,,,,36049
170058,,,,66701
50063,,,,90028
10001,,,,36301
10006,,,,35631
10005,,,,35957
390156,,,,19023
30068,,,,85546
50072,,,,94596
230236,,,,MI
170009,,,,66048
170006,,,,66762
510008,,,,25401
390163,,,,16201
510001,,,,26506
390168,,,,16001
230222,,,,48670
30055,,,,86409
510030,,,,26241
390130,,,,16646
240020,,,,55008
390133,,,,18105
460044,,,,84094
460042,,,,84010
460049,,,,84107
50093,,,,93710
460047,,,,84124
230259,,,,48118
50096,,,,91790
450271,,,,76234
390142,,,,19141
390146,,,,16365
460054,,,,84341
460058,,,,84065
460057,,,,84060
170014,,,,66067
170013,,,,67601
230244,,,,48135
30033,,,,85541
170017,,,,67042
70035,,,,6050
70034,,,,6856
70036,,,,6032
70031,,,,6418
390079,,,,18840
460023,,,,84003
460021,,,,84790
310041,,,,8755
310044,,,,8534
310045,,,,7631
310038,,,,8901
230277,,,,48382
310039,,,,8861
460030,,,,84078
450219,,,,78643
450211,,,,75901
50438,,,,91109
450210,,,,75633
450690,,,,75708
310051,,,,7902
310054,,,,7042
460035,,,,84713
450200,,,,75501
450684,,,,77338
240069,,,,55060
460007,,,,84720
460006,,,,84143
240066,,,,55082
390056,,,,16652
370008,,,,73070
460001,,,,84604
220011,,,,2138
390058,,,,17015
370004,,,,OK
460005,,,,84405
310022,,,,8009
460003,,,,84102
310015,,,,7962
450235,,,,78629
240075,,,,56401
390066,,,,17042
390067,,,,17105
460010,,,,84157
310031,,,,8015
460014,,,,84074
310034,,,,7701
460013,,,,84651
310027,,,,7207
310029,,,,8103
220010,,,,1842
360203,,,,43725
450221,,,,79029
370022,,,,73523
370020,,,,74820
220036,,,,2135
370028,,,,73112
360212,,,,44107
360210,,,,43015
450656,,,,75961
450653,,,,79720
360218,,,,43055
450654,,,,78582
450651,,,,75075
370014,,,,74702
310011,,,,8210
370018,,,,74006
330085,,,,13820
50002,,,,94545
310009,,,,7109
450641,,,,76255
450643,,,,78041
370041,,,,74010
370049,,,,74076
360230,,,,44124
450675,,,,76015
450677,,,,76115
360239,,,,45342
450672,,,,76104
370034,,,,74501
370037,,,,73101
330057,,,,12208
50028,,,,95521
450662,,,,78526
370065,,,,74301
220077,,,,1199
330044,,,,13503
330047,,,,12010
450617,,,,77598
220083,,,,2494
220084,,,,1742
280132,,,,68123
280133,,,,NE
450610,,,,77024
370054,,,,73018
330043,,,,11706
450604,,,,78624
330028,,,,10304
330024,,,,10029
450638,,,,77090
450634,,,,76210
280111,,,,68601
370093,,,,73117
350002,,,,58501
330013,,,,12208
330004,,,,12401
350011,,,,58122
200024,,,,4240
350015,,,,58506
140161,,,,61764
200034,,,,4240
200033,,,,ME
70006,,,,6904
70005,,,,6721
200039,,,,4330
200037,,,,4938
140162,,,,61701
140164,,,,62902
140167,,,,60970
70017,,,,6450
70016,,,,6706
50417,,,,95531
70029,,,,6010
70024,,,,6360
70025,,,,6102
70022,,,,6504
140191,,,,60426
140184,,,,62959
140187,,,,62220
50426,,,,92804
180139,,,,41339
180132,,,,KY
500148,,,,98801
30122,,,,85234
30121,,,,85209
260102,,,,64139
180128,,,,41230
260104,,,,63044
260108,,,,63131
30112,,,,85225
30119,,,,85296
30117,,,,86426
260179,,,,63017
100022,,,,33136
30108,,,,85015
100014,,,,32170
100017,,,,32114
100018,,,,34102
180103,,,,40503
260163,,,,63640
180104,,,,42003
100032,,,,33701
440175,,,,38464
100023,,,,34452
100029,,,,33150
420104,,,,29466
420101,,,,29927
260142,,,,65340
260141,,,,00
100009,,,,33136
100002,,,,33435
100062,,,,34474
100063,,,,34652
10130,,,,35125
520136,,,,53210
440137,,,,37160
520138,,,,53215
390237,,,,18501
520139,,,,53227
10131,,,,35801
100057,,,,32778
100071,,,,34601
100073,,,,33308
100075,,,,33677
160110,,,,50703
440131,,,,38019
50168,,,,92835
10146,,,,36265
260195,,,,65613
100040,,,,32204
520113,,,,54143
390217,,,,15666
390219,,,,15650
10112,,,,36732
10114,,,,35021
260183,,,,63703
100051,,,,34711
100053,,,,33013
100054,,,,32578
390222,,,,19063
440148,,,,37166
440144,,,,37388
10128,,,,36545
440151,,,,37110
440150,,,,37076
10120,,,,36461
100047,,,,33950
10125,,,,35565
260193,,,,64014
10126,,,,36081
390270,,,,18711
310081,,,,8096
310083,,,,7018
390278,,,,19408
50192,,,,93654
50191,,,,90813
520189,,,,53142
310091,,,,8079
520194,,,,53212
10109,,,,35447
10108,,,,36067
520198,,,,54904
450369,,,,79201
10104,,,,35213
100081,,,,32435
100084,,,,34748
240141,,,,55371
310061,,,,8046
390258,,,,19047
100080,,,,33462
440120,,,,37917
520160,,,,54911
310058,,,,7652
380001,,,,97015
450395,,,,77351
100099,,,,33853
390265,,,,15236
390266,,,,16127
310073,,,,7754
440104,,,,37403
520177,,,,53226
10091,,,,36451
390192,,,,18657
10090,,,,36608
370100,,,,74743
390195,,,,19096
10095,,,,36744
450330,,,,77469
140002,,,,62002
450324,,,,75020
50568,,,,93637
290003,,,,89109
240187,,,,55350
220135,,,,2540
140012,,,,61021
50573,,,,92270
140015,,,,62301
10079,,,,35611
140018,,,,60608
450352,,,,75401
450351,,,,76401
390180,,,,19013
370112,,,,74955
390183,,,,18218
290019,,,,89703
370113,,,,74344
290012,,,,89015
10086,,,,35594
10085,,,,35609
50103,,,,90033
50586,,,,91710
140029,,,,60504
450347,,,,77340
10089,,,,35502
160045,,,,52402
370149,,,,74804
310113,,,,8050
50110,,,,93436
220163,,,,1655
450774,,,,77090
50597,,,,91740
10056,,,,35205
50115,,,,92025
450775,,,,77325
10061,,,,35768
530033,,,,82605
330198,,,,11572
50121,,,,93230
450766,,,,75390
530025,,,,82072
50125,,,,95116
10065,,,,35010
50126,,,,91406
330188,,,,14092
330193,,,,11355
10033,,,,35233
50136,,,,94954
10035,,,,35058
360359,,,,44122
10039,,,,35801
530011,,,,82901
520202,,,,54476
520206,,,,53066
310110,,,,8690
220171,,,,1803
330185,,,,11777
530006,,,,82801
450788,,,,78412
220175,,,,1701
330181,,,,11542
330182,,,,11576
10047,,,,36033
370183,,,,74437
420091,,,,29505
330169,,,,10003
140077,,,,62207
370172,,,,74571
330158,,,,10901
140093,,,,61832
330164,,,,14620
370180,,,,74820
330144,,,,14810
450754,,,,76531
330136,,,,13326
330135,,,,12771
450743,,,,76201
110225,,,,30143
270014,,,,59806
260214,,,,64012
420048,,,,SC
140032,,,,62401
120028,,,,96743
110215,,,,30214
50517,,,,92392
270003,,,,59601
420066,,,,29560
420065,,,,29414
140043,,,,61081
140046,,,,62864
50523,,,,94509
330107,,,,11901
420070,,,,29150
290041,,,,89144
330104,,,,10960
420073,,,,29169
140062,,,,60463
140052,,,,62002
140053,,,,62769
420069,,,,29102
420068,,,,29115
140058,,,,62650
50534,,,,92201
420080,,,,29925
420085,,,,29577
290054,,,,89149
420089,,,,29464
420086,,,,29220
140065,,,,60525
140067,,,,61637
140068,,,,60628
